Timestamp;Fecha_ES;PLC;Produccion_Golpes;Consumo_Energia;Temp_Sup;Temp_Inf;Tempo_Ciclo;Consumo_Medio;SP_Sup;SP_Inf
2026-05-15T12:57:43.268Z;15/5/2026, 14:57:43;PLC1;1;20;201;182;10;0;200;179
2026-05-15T13:07:43.267Z;15/5/2026, 15:07:43;PLC1;1;20;202;181;10;0;199;179
2026-05-15T13:17:43.273Z;15/5/2026, 15:17:43;PLC1;1;21;201;178;10;0;200;179
2026-05-15T13:27:43.281Z;15/5/2026, 15:27:43;PLC1;1;21;200;180;10;0;199;180
2026-05-15T13:37:43.281Z;15/5/2026, 15:37:43;PLC1;1;21;200;179;10;0;199;179
2026-05-15T13:47:43.294Z;15/5/2026, 15:47:43;PLC1;1;20;200;179;10;0;201;180
2026-05-15T13:57:43.300Z;15/5/2026, 15:57:43;PLC1;1;20;202;182;10;0;199;180
2026-05-15T14:07:43.304Z;15/5/2026, 16:07:43;PLC1;1;21;202;178;10;0;200;179
2026-05-15T14:17:43.312Z;15/5/2026, 16:17:43;PLC1;1;20;198;178;10;0;199;180
2026-05-15T14:27:43.322Z;15/5/2026, 16:27:43;PLC1;1;21;201;178;10;0;200;181
2026-05-15T14:37:43.322Z;15/5/2026, 16:37:43;PLC1;1;21;201;178;10;0;199;179
2026-05-15T14:47:43.331Z;15/5/2026, 16:47:43;PLC1;1;20;200;180;10;0;200;179
2026-05-15T14:57:43.333Z;15/5/2026, 16:57:43;PLC1;1;21;202;179;10;0;201;180
2026-05-15T15:07:43.342Z;15/5/2026, 17:07:43;PLC1;1;21;202;179;10;0;200;181
2026-05-15T15:17:43.345Z;15/5/2026, 17:17:43;PLC1;1;21;199;180;10;0;201;181
2026-05-15T15:27:43.359Z;15/5/2026, 17:27:43;PLC1;1;20;200;180;10;0;200;180
2026-05-15T15:37:43.367Z;15/5/2026, 17:37:43;PLC1;1;21;198;181;10;0;199;180
2026-05-15T15:47:43.380Z;15/5/2026, 17:47:43;PLC1;1;21;198;182;10;0;200;180
2026-05-15T15:57:43.394Z;15/5/2026, 17:57:43;PLC1;1;20;199;182;10;0;200;181
2026-05-15T16:07:43.405Z;15/5/2026, 18:07:43;PLC1;1;21;198;178;10;0;199;180
2026-05-15T16:17:43.410Z;15/5/2026, 18:17:43;PLC1;1;21;198;179;10;0;200;181
2026-05-15T16:27:43.412Z;15/5/2026, 18:27:43;PLC1;1;21;200;179;10;0;199;179
2026-05-15T16:37:43.419Z;15/5/2026, 18:37:43;PLC1;1;21;198;182;10;0;201;180
2026-05-15T16:47:43.427Z;15/5/2026, 18:47:43;PLC1;1;20;200;180;10;0;200;180
2026-05-15T16:57:43.434Z;15/5/2026, 18:57:43;PLC1;1;20;200;179;10;0;201;181
2026-05-15T17:07:43.442Z;15/5/2026, 19:07:43;PLC1;1;21;202;179;10;0;199;180
2026-05-15T17:17:43.443Z;15/5/2026, 19:17:43;PLC1;1;21;202;180;10;0;201;180
2026-05-15T17:27:23.464Z;15/5/2026, 19:27:23;PLC1;1;20;200;180;10;0;201;179
2026-05-15T17:37:18.463Z;15/5/2026, 19:37:18;PLC1;1;20;200;182;10;0;201;179
2026-05-15T17:47:18.473Z;15/5/2026, 19:47:18;PLC1;1;21;201;182;10;0;201;181
2026-05-15T17:57:18.474Z;15/5/2026, 19:57:18;PLC1;1;20;200;181;10;0;200;180
2026-05-15T18:07:18.475Z;15/5/2026, 20:07:18;PLC1;1;20;201;178;10;0;199;179
2026-05-15T18:17:18.484Z;15/5/2026, 20:17:18;PLC1;1;20;199;179;10;0;201;181
2026-05-15T18:27:18.498Z;15/5/2026, 20:27:18;PLC1;1;21;199;181;10;0;200;179
2026-05-15T18:37:18.504Z;15/5/2026, 20:37:18;PLC1;1;20;199;182;10;0;200;180
2026-05-15T18:47:18.507Z;15/5/2026, 20:47:18;PLC1;1;20;201;180;10;0;199;179
2026-05-15T18:57:18.521Z;15/5/2026, 20:57:18;PLC1;1;20;202;180;10;0;201;179
2026-05-15T19:07:18.521Z;15/5/2026, 21:07:18;PLC1;1;21;201;180;10;0;201;179
2026-05-15T19:17:18.534Z;15/5/2026, 21:17:18;PLC1;1;20;198;181;10;0;201;181
2026-05-15T19:27:18.541Z;15/5/2026, 21:27:18;PLC1;1;21;201;182;10;0;199;181
2026-05-15T19:37:18.553Z;15/5/2026, 21:37:18;PLC1;1;21;199;182;10;0;199;181
2026-05-15T19:47:18.567Z;15/5/2026, 21:47:18;PLC1;1;20;198;180;10;0;199;179
2026-05-15T19:57:18.580Z;15/5/2026, 21:57:18;PLC1;1;21;198;182;10;0;199;180
2026-05-15T20:07:18.590Z;15/5/2026, 22:07:18;PLC1;1;20;201;179;10;0;199;180
2026-05-15T20:17:18.603Z;15/5/2026, 22:17:18;PLC1;1;20;199;179;10;0;200;181
2026-05-15T20:27:18.611Z;15/5/2026, 22:27:18;PLC1;1;20;201;179;10;0;201;180
2026-05-15T20:37:18.623Z;15/5/2026, 22:37:18;PLC1;1;21;199;182;10;0;199;179
2026-05-15T20:47:18.634Z;15/5/2026, 22:47:18;PLC1;1;21;199;180;10;0;199;181
2026-05-15T20:57:18.645Z;15/5/2026, 22:57:18;PLC1;1;20;199;179;10;0;201;179
2026-05-15T21:07:18.657Z;15/5/2026, 23:07:18;PLC1;1;20;202;179;10;0;200;179
2026-05-15T21:17:18.661Z;15/5/2026, 23:17:18;PLC1;1;20;199;178;10;0;200;179
2026-05-15T21:27:18.674Z;15/5/2026, 23:27:18;PLC1;1;20;201;179;10;0;200;180
2026-05-15T21:37:18.684Z;15/5/2026, 23:37:18;PLC1;1;21;199;178;10;0;200;179
2026-05-15T21:47:18.688Z;15/5/2026, 23:47:18;PLC1;1;20;202;182;10;0;199;179
2026-05-15T21:57:18.690Z;15/5/2026, 23:57:18;PLC1;1;20;199;178;10;0;200;179
2026-05-15T22:07:18.699Z;16/5/2026, 0:07:18;PLC1;1;20;202;181;10;0;201;181
2026-05-15T22:17:18.705Z;16/5/2026, 0:17:18;PLC1;1;20;202;181;10;0;200;179
2026-05-15T22:27:18.758Z;16/5/2026, 0:27:18;PLC1;1;20;202;181;10;0;200;181
2026-05-15T22:37:18.766Z;16/5/2026, 0:37:18;PLC1;1;20;199;182;10;0;201;179
2026-05-15T22:47:18.770Z;16/5/2026, 0:47:18;PLC1;1;21;198;178;10;0;201;179
2026-05-15T22:57:18.784Z;16/5/2026, 0:57:18;PLC1;1;21;200;182;10;0;200;181
2026-05-15T23:07:19.234Z;16/5/2026, 1:07:19;PLC1;1;20;199;178;10;0;201;180
2026-05-15T23:17:19.238Z;16/5/2026, 1:17:19;PLC1;1;21;199;180;10;0;200;180
2026-05-15T23:27:19.244Z;16/5/2026, 1:27:19;PLC1;1;20;198;180;10;0;201;181
2026-05-15T23:37:19.248Z;16/5/2026, 1:37:19;PLC1;1;21;202;179;10;0;201;179
2026-05-15T23:47:19.261Z;16/5/2026, 1:47:19;PLC1;1;21;198;180;10;0;200;179
2026-05-15T23:57:19.263Z;16/5/2026, 1:57:19;PLC1;1;20;199;180;10;0;200;181
2026-05-16T00:07:19.540Z;16/5/2026, 2:07:19;PLC1;1;21;201;180;10;0;201;181
2026-05-16T00:17:19.542Z;16/5/2026, 2:17:19;PLC1;1;20;201;180;10;0;199;180
2026-05-16T00:27:19.542Z;16/5/2026, 2:27:19;PLC1;1;20;199;180;10;0;200;179
2026-05-16T00:37:19.542Z;16/5/2026, 2:37:19;PLC1;1;20;198;180;10;0;200;179
2026-05-16T00:47:19.547Z;16/5/2026, 2:47:19;PLC1;1;21;199;182;10;0;199;179
2026-05-16T00:57:19.553Z;16/5/2026, 2:57:19;PLC1;1;20;199;178;10;0;199;181
2026-05-16T01:07:19.552Z;16/5/2026, 3:07:19;PLC1;1;20;199;180;10;0;200;180
2026-05-16T01:17:19.945Z;16/5/2026, 3:17:19;PLC1;1;21;200;182;10;0;201;180
2026-05-16T01:27:19.948Z;16/5/2026, 3:27:19;PLC1;1;21;202;178;10;0;200;181
2026-05-16T01:37:19.955Z;16/5/2026, 3:37:19;PLC1;1;20;201;179;10;0;200;181
2026-05-16T01:47:19.963Z;16/5/2026, 3:47:19;PLC1;1;20;200;180;10;0;199;180
2026-05-16T01:57:19.972Z;16/5/2026, 3:57:19;PLC1;1;20;199;181;10;0;201;181
2026-05-16T02:07:19.985Z;16/5/2026, 4:07:19;PLC1;1;21;202;180;10;0;199;180
2026-05-16T02:17:20.060Z;16/5/2026, 4:17:20;PLC1;1;21;200;181;10;0;199;180
2026-05-16T02:27:20.069Z;16/5/2026, 4:27:20;PLC1;1;20;199;182;10;0;201;180
2026-05-16T02:37:20.071Z;16/5/2026, 4:37:20;PLC1;1;20;201;180;10;0;199;179
2026-05-16T02:47:20.235Z;16/5/2026, 4:47:20;PLC1;1;21;201;179;10;0;199;180
2026-05-16T02:57:20.233Z;16/5/2026, 4:57:20;PLC1;1;21;199;180;10;0;200;181
2026-05-16T03:07:20.558Z;16/5/2026, 5:07:20;PLC1;1;21;199;179;10;0;201;180
2026-05-16T03:17:20.553Z;16/5/2026, 5:17:20;PLC1;1;20;199;181;10;0;201;180
2026-05-16T03:27:20.555Z;16/5/2026, 5:27:20;PLC1;1;20;199;179;10;0;199;179
2026-05-16T03:37:20.559Z;16/5/2026, 5:37:20;PLC1;1;20;199;181;10;0;201;181
2026-05-16T03:47:20.573Z;16/5/2026, 5:47:20;PLC1;1;20;202;182;10;0;201;181
2026-05-16T03:57:20.570Z;16/5/2026, 5:57:20;PLC1;1;20;199;182;10;0;201;181
2026-05-16T04:07:20.719Z;16/5/2026, 6:07:20;PLC1;1;20;198;179;10;0;201;180
2026-05-16T04:17:20.727Z;16/5/2026, 6:17:20;PLC1;1;20;202;181;10;0;200;179
2026-05-16T04:27:20.733Z;16/5/2026, 6:27:20;PLC1;1;20;201;180;10;0;200;180
2026-05-16T04:37:20.746Z;16/5/2026, 6:37:20;PLC1;1;20;199;180;10;0;199;179
2026-05-16T04:47:21.044Z;16/5/2026, 6:47:21;PLC1;1;21;198;179;10;0;200;180
2026-05-16T04:57:21.043Z;16/5/2026, 6:57:21;PLC1;1;21;201;181;10;0;201;179
2026-05-16T05:07:21.053Z;16/5/2026, 7:07:21;PLC1;1;21;200;181;10;0;199;180
2026-05-16T05:17:21.067Z;16/5/2026, 7:17:21;PLC1;1;20;198;182;10;0;199;179
2026-05-16T05:27:21.065Z;16/5/2026, 7:27:21;PLC1;1;21;201;179;10;0;200;180
2026-05-16T05:37:21.070Z;16/5/2026, 7:37:21;PLC1;1;21;200;179;10;0;199;180
2026-05-16T05:47:21.078Z;16/5/2026, 7:47:21;PLC1;1;20;201;180;10;0;200;180
2026-05-16T05:57:21.081Z;16/5/2026, 7:57:21;PLC1;1;21;200;181;10;0;200;180
2026-05-16T06:07:21.084Z;16/5/2026, 8:07:21;PLC1;1;21;199;179;10;0;199;180
2026-05-16T06:17:21.092Z;16/5/2026, 8:17:21;PLC1;1;20;198;178;10;0;201;180
2026-05-16T06:27:21.102Z;16/5/2026, 8:27:21;PLC1;1;21;201;179;10;0;200;179
2026-05-16T06:37:21.106Z;16/5/2026, 8:37:21;PLC1;1;21;199;178;10;0;200;181
2026-05-16T06:43:20.074Z;16/5/2026, 8:43:20;PLC1;1;21;201;179;10;0;200;180
2026-05-16T06:53:15.066Z;16/5/2026, 8:53:15;PLC1;1;21;199;182;10;0;200;181
2026-05-16T07:03:15.081Z;16/5/2026, 9:03:15;PLC1;1;20;198;182;10;0;199;179
2026-05-16T07:13:15.086Z;16/5/2026, 9:13:15;PLC1;1;21;199;178;10;0;200;181
2026-05-16T07:23:15.088Z;16/5/2026, 9:23:15;PLC1;1;20;198;182;10;0;200;179
2026-05-16T07:33:15.091Z;16/5/2026, 9:33:15;PLC1;1;21;200;178;10;0;199;180
2026-05-16T07:43:15.092Z;16/5/2026, 9:43:15;PLC1;1;21;202;179;10;0;199;180
2026-05-16T07:53:15.094Z;16/5/2026, 9:53:15;PLC1;1;20;198;181;10;0;199;180
2026-05-16T08:03:15.109Z;16/5/2026, 10:03:15;PLC1;1;20;200;182;10;0;201;180
2026-05-16T08:13:15.124Z;16/5/2026, 10:13:15;PLC1;1;21;198;178;10;0;199;179
2026-05-16T08:23:15.136Z;16/5/2026, 10:23:15;PLC1;1;21;200;178;10;0;200;179
2026-05-16T08:33:15.144Z;16/5/2026, 10:33:15;PLC1;1;21;202;181;10;0;200;181
2026-05-16T08:43:15.156Z;16/5/2026, 10:43:15;PLC1;1;21;201;180;10;0;200;179
2026-05-16T08:53:15.162Z;16/5/2026, 10:53:15;PLC1;1;20;202;179;10;0;201;181
2026-05-16T09:03:15.164Z;16/5/2026, 11:03:15;PLC1;1;21;198;178;10;0;201;181
2026-05-16T09:11:56.080Z;16/5/2026, 11:11:56;PLC1;1;20;202;179;10;0;201;179
